,text,canonical_form_1,canonical_form_2,canonical_form_3,category_1,category_2,category_3,severity_rating,severity_description
1269,pusslicker,pussy,,,sexual anatomy / sexual acts,,,2.2,Strong
1270,pussy,pussy,,,sexual anatomy / sexual acts,,,1.4,Mild
1271,pussy cat,pussy,,,sexual anatomy / sexual acts,,,1.4,Mild
1272,pussy fucker,fuck,,,sexual anatomy / sexual acts,,,2.8,Severe
1273,pussy lick,pussy,,,sexual anatomy / sexual acts,,,2.4,Strong
1274,pussy licker,pussy,,,sexual anatomy / sexual acts,,,2.4,Strong
1275,pussy licking,pussy,,,sexual anatomy / sexual acts,,,2.4,Strong
1276,pussylickers,pussy,,,sexual anatomy / sexual acts,,,2.8,Severe
1277,pussys,pussy,,,sexual anatomy / sexual acts,,,2.0,Strong
1278,pussywhipped,pussy,,,sexual anatomy / sexual acts,,,1.8,Strong
1279,puta,punta,,,sexual orientation / gender,,,1.8,Strong
1280,puussy,pussy,,,sexual anatomy / sexual acts,,,1.4,Mild
1281,puzzies,pussy,,,sexual anatomy / sexual acts,,,1.4,Mild
1282,puzzy,pussy,,,sexual anatomy / sexual acts,,,1.2,Mild
1283,queerasses,queer,ass,,sexual orientation / gender,,,3.0,Severe
1284,queers,queer,,,sexual orientation / gender,,,1.8,Strong
1291,ramrod,ramrod,,,sexual anatomy / sexual acts,,,1.0,Mild
1294,reacharound,reacharound,,,sexual anatomy / sexual acts,,,1.2,Mild
1295,rectum,rectum,,,sexual anatomy / sexual acts,,,1.0,Mild
1301,rim job,rim job,,,sexual anatomy / sexual acts,,,2.0,Strong
1302,s_h_i_,shit,,,bodily fluids / excrement,,,1.2,Mild
1303,s_h_i_s,shit,,,bodily fluids / excrement,,,1.0,Mild
1304,s-lut,slut,,,sexual orientation / gender,,,1.8,Strong
1307,s/h/i/t,shit,,,bodily fluids / excrement,,,1.0,Mild
1308,S&M,sadomasochism,,,sexual anatomy / sexual acts,,,1.0,Mild
1309,sack,ballsack,,,sexual anatomy / sexual acts,,,1.0,Mild
1310,salad tosser,salad tosser,,,sexual anatomy / sexual acts,,,2.0,Strong
1313,sausage jockey,sausage jockey,,,sexual anatomy / sexual acts,,,2.6,Severe
1314,scamfuck,fuck,,,sexual anatomy / sexual acts,other / general insult,,2.4,Strong
1315,schlong,schlong,,,sexual anatomy / sexual acts,,,1.0,Mild
1316,scumfuck,fuck,scum,,sexual anatomy / sexual acts,other / general insult,,2.8,Severe
1317,scumfucker,fuck,scum,,sexual anatomy / sexual acts,other / general insult,,2.8,Severe
1318,scumfvck,fuck,scum,,sexual anatomy / sexual acts,other / general insult,,2.4,Strong
1321,sh! +,shit,,,bodily fluids / excrement,,,1.2,Mild
1322,sh!+,shit,,,bodily fluids / excrement,,,1.0,Mild
1323,sh1s,shit,,,bodily fluids / excrement,,,1.0,Mild
1324,sh1t,shit,,,bodily fluids / excrement,,,1.2,Mild
1325,sh1t3,shit,,,bodily fluids / excrement,,,1.0,Mild
1326,sh1td1ck,shit,dick,,bodily fluids / excrement,,,2.0,Strong
1327,sh1tdick,shit,dick,,sexual anatomy / sexual acts,,,2.4,Strong
1328,sh1te,shit,,,bodily fluids / excrement,,,1.0,Mild
1330,sh1th3ad,shit,,,bodily fluids / excrement,mental disability,,2.0,Strong
1331,sh1theads,shit,,,bodily fluids / excrement,other / general insult,,2.0,Strong
1332,sh1ts,shit,,,bodily fluids / excrement,,,1.0,Mild
1333,sh1tsome,shit,,,bodily fluids / excrement,,,1.2,Mild
1334,sh1tt,shit,,,bodily fluids / excrement,,,1.0,Mild
1335,sh1tty,shit,,,bodily fluids / excrement,,,1.2,Mild
1336,sh3mal3,shemale,,,sexual orientation / gender,,,2.6,Severe
1337,sh3male,shemale,,,sexual orientation / gender,,,2.4,Strong
1338,shat,shit,,,bodily fluids / excrement,,,1.2,Mild
1339,she-male,shemale,,,sexual orientation / gender,,,2.8,Severe
1340,sheeeet,shit,,,bodily fluids / excrement,,,1.0,Mild
1343,shemal3,shemale,,,sexual orientation / gender,,,1.8,Strong
1344,shemale,shemale,,,sexual orientation / gender,,,2.6,Severe
1345,shemales,shemale,,,sexual orientation / gender,,,1.8,Strong
1346,shet,shit,,,bodily fluids / excrement,,,1.0,Mild
1347,shi+,shit,,,bodily fluids / excrement,,,1.0,Mild
1348,shi+e,shit,,,bodily fluids / excrement,,,1.0,Mild
1349,shi+y,shit,,,bodily fluids / excrement,,,1.0,Mild
1350,shiat,shit,,,bodily fluids / excrement,,,1.0,Mild
1351,shiddick,shit,dick,,sexual anatomy / sexual acts,bodily fluids / excrement,,2.0,Strong
1353,shiesterfuck,fuck,shit,,sexual anatomy / sexual acts,racial / ethnic slurs,,2.2,Strong
1354,shiesterfuckface,fuck,shit,,sexual anatomy / sexual acts,racial / ethnic slurs,,2.8,Severe
1355,shiesterfuckhead,fuck,shit,,sexual anatomy / sexual acts,racial / ethnic slurs,,2.2,Strong
1356,shiesterfucks,fuck,shit,,sexual anatomy / sexual acts,racial / ethnic slurs,,2.4,Strong
1357,shipdit,shit,,,bodily fluids / excrement,,,1.4,Mild
1358,shit,shit,,,bodily fluids / excrement,,,1.2,Mild
1359,shit face,shit,,,bodily fluids / excrement,physical attributes,,1.8,Strong
1360,shit for brains,shit,,,bodily fluids / excrement,mental disability,,1.6,Strong
1362,shit fucker,fuck,shit,,sexual anatomy / sexual acts,bodily fluids / excrement,,2.8,Severe
1363,shit head,shit,,,bodily fluids / excrement,,,1.8,Strong
1364,shit licker,shit,,,bodily fluids / excrement,sexual anatomy / sexual acts,,2.0,Strong
1365,shit stain,shit,,,bodily fluids / excrement,,,1.8,Strong
1366,shit-arse,shit,arse,,sexual anatomy / sexual acts,,,1.6,Strong
1367,shit-ass,shit,ass,,bodily fluids / excrement,,,2.0,Strong
1368,shit-bandit,shit,,,bodily fluids / excrement,other / general insult,,1.6,Strong
1369,shit-fucker,fuck,shit,,sexual anatomy / sexual acts,bodily fluids / excrement,,2.6,Severe
1370,shit-stuffers,shit,,,sexual anatomy / sexual acts,bodily fluids / excrement,,1.8,Strong
1371,shit3,shit,,,bodily fluids / excrement,,,1.0,Mild
1372,shitass,shit,ass,,sexual anatomy / sexual acts,bodily fluids / excrement,,2.0,Strong
1373,shitasses,shit,ass,,sexual anatomy / sexual acts,bodily fluids / excrement,,2.0,Strong
1374,shitassfucker,fuck,shit,ass,sexual anatomy / sexual acts,bodily fluids / excrement,,2.6,Severe
1375,shitassfuckface,fuck,shit,ass,sexual anatomy / sexual acts,bodily fluids / excrement,other / general insult,2.8,Severe
1376,shitbag,shit,,,bodily fluids / excrement,,,2.0,Strong
1377,shitbird,shit,,,bodily fluids / excrement,,,1.8,Strong
1378,shitblimp,shit,,,bodily fluids / excrement,physical attributes,,1.6,Strong
1379,shitblimps,shit,,,bodily fluids / excrement,physical attributes,,1.6,Strong
1380,shitbrain,shit,,,bodily fluids / excrement,,,2.0,Strong
1381,shitd1ck,shit,dick,,sexual anatomy / sexual acts,bodily fluids / excrement,,2.0,Strong
1382,shitdick,shit,dick,,sexual anatomy / sexual acts,bodily fluids / excrement,,2.4,Strong
1383,shitdicks,shit,dick,,sexual anatomy / sexual acts,bodily fluids / excrement,,2.0,Strong
1384,shitdikk,shit,dick,,bodily fluids / excrement,,,2.0,Strong
1385,shitdip,shit,,,bodily fluids / excrement,,,1.8,Strong
1386,shite,shit,,,bodily fluids / excrement,,,1.0,Mild
1387,shiteblimps,shit,,,bodily fluids / excrement,,,1.8,Strong
1388,shited,shit,,,bodily fluids / excrement,,,1.2,Mild
1389,shitedick,shit,dick,,sexual anatomy / sexual acts,,,2.0,Strong
1390,shitefuck,fuck,shit,,sexual anatomy / sexual acts,bodily fluids / excrement,,1.6,Strong
1391,shitefulls,shit,,,bodily fluids / excrement,,,1.8,Strong
1392,shitehead,shit,,,bodily fluids / excrement,,,1.8,Strong
1393,shites,shit,,,bodily fluids / excrement,,,1.0,Mild
1394,shitey,shit,,,bodily fluids / excrement,,,1.2,Mild
1395,shitface,shit,,,bodily fluids / excrement,,,2.0,Strong
1396,shitfaced,shit,,,bodily fluids / excrement,physical attributes,,1.2,Mild
1397,shitfacefuck,fuck,shit,,sexual anatomy / sexual acts,bodily fluids / excrement,,2.8,Severe
1398,shitfacefucker,fuck,shit,,sexual anatomy / sexual acts,bodily fluids / excrement,,2.6,Severe
1399,shitfck,shit,fuck,,sexual anatomy / sexual acts,bodily fluids / excrement,,2.4,Strong
1400,shitfk,shit,fuck,,sexual anatomy / sexual acts,bodily fluids / excrement,,1.8,Strong
1401,shitfreak,shit,,,bodily fluids / excrement,,,2.0,Strong
1402,shitfuck,fuck,shit,,sexual anatomy / sexual acts,bodily fluids / excrement,,2.2,Strong
1403,shitfucker,fuck,shit,,sexual anatomy / sexual acts,bodily fluids / excrement,,2.4,Strong
1405,shitfuckmotherfucker,motherfucker,shit,fuck,sexual anatomy / sexual acts,bodily fluids / excrement,other / general insult,2.8,Severe
1406,shitfucks,fuck,shit,,sexual anatomy / sexual acts,,,2.4,Strong
1407,shitfudgefucker,fuck,shit,fudge packer,bodily fluids / excrement,other / general insult,,2.6,Severe
1408,shitfvck,shit,fuck,,sexual anatomy / sexual acts,bodily fluids / excrement,other / general insult,2.2,Strong
1409,shithead,shit,,,bodily fluids / excrement,,,1.8,Strong
1410,shitheadfucker,fuck,shit,,sexual anatomy / sexual acts,,,2.8,Severe
1411,shitheadfuckface,fuck,shit,,sexual anatomy / sexual acts,bodily fluids / excrement,other / general insult,2.4,Strong
1412,shitheads,shit,,,bodily fluids / excrement,,,1.8,Strong
1413,shithole,shit,,,sexual anatomy / sexual acts,bodily fluids / excrement,,1.8,Strong
1414,shits,shit,,,bodily fluids / excrement,,,1.0,Mild
1415,shitsdick,shit,dick,,sexual anatomy / sexual acts,bodily fluids / excrement,,1.8,Strong
1416,shitsfuck,fuck,shit,,sexual anatomy / sexual acts,bodily fluids / excrement,,2.2,Strong
1417,shitsful,shit,,,bodily fluids / excrement,,,1.0,Mild
1418,shittastic,shit,,,bodily fluids / excrement,,,1.2,Mild
1419,shittasticfuck,fuck,shit,,bodily fluids / excrement,,,2.2,Strong
1420,shitte,shit,,,bodily fluids / excrement,,,1.0,Mild
1421,shitted,shit,,,bodily fluids / excrement,,,1.2,Mild
1422,shitter,shit,,,bodily fluids / excrement,,,1.0,Mild
1423,shitterfucker,fuck,shit,,sexual anatomy / sexual acts,bodily fluids / excrement,other / general insult,2.6,Severe
1424,shitti,shit,,,bodily fluids / excrement,,,1.0,Mild
1425,shitties,shit,,,bodily fluids / excrement,,,1.0,Mild
1426,shittiest,shit,,,bodily fluids / excrement,,,1.2,Mild
1427,shitting,shit,,,bodily fluids / excrement,,,1.4,Mild
1428,shittings,shit,,,bodily fluids / excrement,,,1.2,Mild
1429,shitty,shit,,,bodily fluids / excrement,,,1.0,Mild
1430,shitty mofoes,shit,motherfucker,,bodily fluids / excrement,sexual anatomy / sexual acts,other / general insult,1.6,Strong
1431,shittydick,shit,dick,,bodily fluids / excrement,sexual anatomy / sexual acts,,2.0,Strong
1432,shittydicks,shit,dick,,sexual anatomy / sexual acts,bodily fluids / excrement,,2.0,Strong
1433,shittyfuck,fuck,shit,,sexual anatomy / sexual acts,bodily fluids / excrement,,1.8,Strong
1434,shittyfuckface,fuck,shit,,sexual anatomy / sexual acts,bodily fluids / excrement,other / general insult,2.2,Strong
1435,shittyful,shit,,,bodily fluids / excrement,,,1.6,Strong
1436,shlong,shlong,,,sexual anatomy / sexual acts,,,1.0,Mild
1437,shmale,shemale,,,sexual orientation / gender,,,1.4,Mild
1441,shytfeisterfuck,fuck,,,sexual anatomy / sexual acts,,,2.6,Severe
1442,sissy,sissy,,,sexual orientation / gender,,,1.0,Mild
1443,sixty-nine,69,,,sexual anatomy / sexual acts,,,1.2,Mild
1444,sk@nks,skank,,,sexual orientation / gender,,,1.6,Strong
1445,sk@nky,skank,,,sexual orientation / gender,,,1.0,Mild
1446,sk@nkz,skank,,,sexual orientation / gender,,,1.4,Mild
1447,skank,skank,,,sexual orientation / gender,,,1.8,Strong
1448,skanks,skank,,,sexual orientation / gender,,,1.2,Mild
1449,skanky,skank,,,sexual orientation / gender,,,1.4,Mild
1450,skankz,skank,,,sexual orientation / gender,,,1.6,Strong
1452,slag,slag,,,sexual orientation / gender,,,1.6,Strong
1457,slanteyeshit,shit,slant eye,,bodily fluids / excrement,racial / ethnic slurs,,3.0,Severe
1460,slit,slit,,,sexual orientation / gender,,,1.6,Strong
1461,slut,slut,,,sexual orientation / gender,,,2.0,Strong
1462,slut hole,slut,,,sexual anatomy / sexual acts,sexual orientation / gender,,2.4,Strong
1463,sluts,slut,,,sexual orientation / gender,,,1.6,Strong
1464,slutty,slut,,,sexual orientation / gender,,,1.8,Strong
1465,snatch,snatch,,,sexual anatomy / sexual acts,,,1.0,Mild
1466,snatch licker,snatch,,,sexual anatomy / sexual acts,,,2.8,Severe
1468,son o bitch,bitch,,,sexual orientation / gender,,,1.6,Strong
1470,son-of-a-bitch,bitch,,,sexual orientation / gender,other / general insult,,1.2,Mild
1471,sonna bitch,bitch,,,sexual orientation / gender,other / general insult,,1.2,Mild
1473,sonofbitches,bitch,,,sexual orientation / gender,other / general insult,,1.0,Mild
1474,sons of b1tches,bitch,,,sexual orientation / gender,,,1.6,Strong
1478,soppy bollucks,bollocks,,,sexual anatomy / sexual acts,,,1.6,Strong
1479,spanking,spank,,,sexual anatomy / sexual acts,,,1.0,Mild
1480,sperm,sperm,,,bodily fluids / excrement,,,1.0,Mild
1481,sphincter,sphincter,,,sexual anatomy / sexual acts,,,1.0,Mild
1483,spicfuck,fuck,spic,,sexual anatomy / sexual acts,racial / ethnic slurs,,3.0,Severe
1486,spicshit,spic,shit,,bodily fluids / excrement,racial / ethnic slurs,,3.0,Severe
1492,spunk,spunk,,,bodily fluids / excrement,,,1.2,Mild
1493,stfu,fuck,,,sexual anatomy / sexual acts,other / general insult,,1.8,Strong
1494,stump chewer,stump chewer,,,sexual anatomy / sexual acts,,,1.4,Mild
1495,stupid fucker,fuck,,,sexual anatomy / sexual acts,other / general insult,,2.4,Strong
1496,stupid hoe,hoe,,,sexual orientation / gender,,,2.4,Strong
1497,stupidasses,ass,,,sexual anatomy / sexual acts,mental disability,,1.0,Mild
1498,suck,suck,,,sexual anatomy / sexual acts,,,1.0,Mild
1499,suck my cock,cock,,,sexual anatomy / sexual acts,,,2.2,Strong
1500,suck my d,dick,,,sexual anatomy / sexual acts,,,1.8,Strong
1501,suck my dick,dick,,,sexual anatomy / sexual acts,,,2.2,Strong
1502,suck off,suck,,,sexual anatomy / sexual acts,,,1.8,Strong
1504,sumbitch,bitch,,,sexual orientation / gender,,,1.6,Strong
1506,swine fucker,fuck,swine,,sexual anatomy / sexual acts,animal references,,2.8,Severe
1508,tadger,tadger,,,sexual anatomy / sexual acts,,,1.4,Mild
1509,taking the piss,taking the piss,,,bodily fluids / excrement,,,1.0,Mild
1510,tallywacker,tallywacker,,,sexual anatomy / sexual acts,,,1.2,Mild
1513,tard asses,ass,,,sexual anatomy / sexual acts,mental disability,,3.0,Severe
1515,throat yogurt,throat yogurt,,,bodily fluids / excrement,,,1.8,Strong
1516,throater,throater,,,sexual anatomy / sexual acts,,,2.4,Strong
1517,tickle the pickle,tickle the pickle,,,sexual anatomy / sexual acts,,,1.2,Mild
1519,tits,tit,,,sexual anatomy / sexual acts,,,1.0,Mild
1520,tongue fucker,fuck,,,sexual anatomy / sexual acts,,,2.4,Strong
1521,tongue fucking,fuck,,,sexual anatomy / sexual acts,,,2.8,Severe
1523,tossing salad,tossing salad,,,sexual anatomy / sexual acts,,,1.8,Strong
1527,tramp,tramp,,,sexual orientation / gender,,,1.6,Strong
1528,Tranny,tranny,,,sexual orientation / gender,,,2.8,Severe
1529,transvestite,transvestite,,,sexual orientation / gender,,,2.4,Strong
1530,trashb1tch,bitch,trash,,sexual orientation / gender,,,1.8,Strong
1531,trashbitch,bitch,trash,,sexual orientation / gender,other / general insult,,2.0,Strong
1532,trashbitches,bitch,trash,,sexual orientation / gender,,,1.4,Mild
1533,trashbitchez,bitch,trash,,sexual orientation / gender,,,1.2,Mild
1534,trashbtch,bitch,trash,,sexual orientation / gender,,,1.4,Mild
1535,trasherbitch,bitch,trash,,sexual orientation / gender,other / general insult,,1.4,Mild
1536,trasherbitchs,bitch,trash,,sexual orientation / gender,,,1.2,Mild
1537,trashybitches,bitch,,,sexual orientation / gender,,,1.8,Strong
1538,trouser snake,trouser snake,,,sexual anatomy / sexual acts,,,1.0,Mild
1539,trousersnake,trousersnake,,,sexual anatomy / sexual acts,,,1.4,Mild
1541,turdhead,turd,,,bodily fluids / excrement,,,1.6,Strong
1542,tw@t,twat,,,sexual anatomy / sexual acts,sexual orientation / gender,,1.8,Strong
1543,twa+,twat,,,sexual anatomy / sexual acts,sexual orientation / gender,,1.2,Mild
1544,twat,twat,,,sexual anatomy / sexual acts,sexual orientation / gender,,1.8,Strong
1545,twat waffle,twat,,,sexual anatomy / sexual acts,sexual orientation / gender,,2.0,Strong
1546,twatface,twat,,,sexual anatomy / sexual acts,sexual orientation / gender,,2.4,Strong
1547,twats,twat,,,sexual anatomy / sexual acts,sexual orientation / gender,,1.6,Strong
1548,twatt,twat,,,sexual anatomy / sexual acts,sexual orientation / gender,,1.6,Strong
1549,twattish,twat,,,sexual anatomy / sexual acts,sexual orientation / gender,,1.6,Strong
1550,twatzilla,twat,,,sexual anatomy / sexual acts,sexual orientation / gender,,2.0,Strong
1551,twink,twink,,,sexual orientation / gender,,,1.2,Mild
1552,upskirts,upskirt,,,sexual anatomy / sexual acts,,,1.4,Mild
1553,useless fucker,fuck,,,sexual anatomy / sexual acts,other / general insult,,2.6,Severe
1554,vag,vagina,,,sexual anatomy / sexual acts,,,1.2,Mild
1555,vajayjay,vagina,,,sexual anatomy / sexual acts,,,1.2,Mild
1556,vulva,vulva,,,sexual anatomy / sexual acts,,,1.0,Mild
1557,w@nker,wank,,,sexual anatomy / sexual acts,other / general insult,,1.2,Mild
1558,w@nkers,wank,,,sexual anatomy / sexual acts,other / general insult,,1.0,Mild
1559,w4nk3r,wank,,,sexual anatomy / sexual acts,other / general insult,,1.6,Strong
1560,w4nker,wank,,,sexual anatomy / sexual acts,other / general insult,,1.0,Mild
1561,wang,wang,,,sexual anatomy / sexual acts,,,1.4,Mild
1562,wang wrangler,wang,,,sexual anatomy / sexual acts,,,2.0,Strong
1563,wank,wank,,,sexual anatomy / sexual acts,other / general insult,,1.0,Mild
1564,wank off,wank,,,sexual anatomy / sexual acts,,,1.0,Mild
1565,wank3r,wank,,,sexual anatomy / sexual acts,other / general insult,,1.0,Mild
1566,wank3rs,wank,,,sexual anatomy / sexual acts,other / general insult,,1.0,Mild
1567,wankbastard,wank,bastard,,sexual anatomy / sexual acts,,,1.8,Strong
1568,wanked,wank,,,sexual anatomy / sexual acts,,,1.2,Mild
1569,wanker,wank,,,sexual anatomy / sexual acts,other / general insult,,1.0,Mild
1570,wankers,wank,,,sexual anatomy / sexual acts,other / general insult,,1.0,Mild
1571,wankies,wank,,,sexual anatomy / sexual acts,,,1.6,Strong
1572,wanking,wank,,,sexual anatomy / sexual acts,,,1.0,Mild
1573,wanks,wank,,,sexual anatomy / sexual acts,,,1.0,Mild
1575,weenie,weenie,,,sexual anatomy / sexual acts,,,1.0,Mild
1576,weiner,weiner,,,sexual anatomy / sexual acts,,,1.0,Mild
1580,wh0r3,whore,,,sexual orientation / gender,,,2.0,Strong
1581,wh0re,whore,,,sexual orientation / gender,,,2.0,Strong
1582,whack off,whack off,,,sexual anatomy / sexual acts,,,1.2,Mild
1584,whoar,whore,,,sexual orientation / gender,,,1.8,Strong
1585,whoars,whore,,,sexual orientation / gender,,,2.0,Strong
1586,whor3,whore,,,sexual orientation / gender,,,1.8,Strong
1587,whore,whore,,,sexual orientation / gender,,,1.8,Strong
1588,whores,whore,,,sexual orientation / gender,,,2.0,Strong
1590,willy-whacker,willy-whacker,,,sexual anatomy / sexual acts,,,1.8,Strong
1592,wise ass,ass,,,sexual anatomy / sexual acts,other / general insult,,1.0,Mild
1593,wnker,wank,,,sexual anatomy / sexual acts,other / general insult,,1.0,Mild
